transaction_id,customer_id,date,amount,product_category
53,8,2023-01-03 04:00:00,141.93,Food
54,38,2023-01-03 05:00:00,194.87,Electronics
55,12,2023-01-03 06:00:00,19.83,Food
56,24,2023-01-03 07:00:00,167.82,Food
57,28,2023-01-03 08:00:00,113.61,Home
58,8,2023-01-03 09:00:00,170.47,Food
59,28,2023-01-03 10:00:00,68.68,Food
60,36,2023-01-03 11:00:00,446.36,Electronics
61,26,2023-01-03 12:00:00,300.86,Home
62,8,2023-01-03 13:00:00,342.76,Beauty
63,50,2023-01-03 14:00:00,396.69,Electronics
64,28,2023-01-03 15:00:00,254.24,Electronics
65,28,2023-01-03 16:00:00,52.59,Beauty
66,37,2023-01-03 17:00:00,273.18,Food
67,41,2023-01-03 18:00:00,297.55,Clothing
68,36,2023-01-03 19:00:00,375.27,Home
69,27,2023-01-03 20:00:00,221.51,Clothing
70,17,2023-01-03 21:00:00,72.51,Beauty
71,9,2023-01-03 22:00:00,149.05,Electronics
72,33,2023-01-03 23:00:00,187.91,Electronics
73,20,2023-01-04 00:00:00,326.5,Home
74,13,2023-01-04 01:00:00,289.68,Electronics
75,28,2023-01-04 02:00:00,184.49,Electronics
76,48,2023-01-04 03:00:00,493.39,Home
77,29,2023-01-04 04:00:00,306.83,Home
78,13,2023-01-04 05:00:00,126.24,Beauty
79,46,2023-01-04 06:00:00,59.87,Electronics
80,35,2023-01-04 07:00:00,84.9,Electronics
81,6,2023-01-04 08:00:00,130.52,Beauty
82,18,2023-01-04 09:00:00,88.73,Food
83,5,2023-01-04 10:00:00,101.42,Food
84,47,2023-01-04 11:00:00,149.7,Food
85,25,2023-01-04 12:00:00,94.95,Beauty
86,2,2023-01-04 13:00:00,449.42,Electronics
87,10,2023-01-04 14:00:00,49.31,Beauty
88,30,2023-01-04 15:00:00,267.01,Beauty
89,50,2023-01-04 16:00:00,211.09,Food
90,45,2023-01-04 17:00:00,491.37,Clothing
91,5,2023-01-04 18:00:00,64.9,Electronics
92,33,2023-01-04 19:00:00,204.95,Food
93,1,2023-01-04 20:00:00,485.04,Clothing
94,18,2023-01-04 21:00:00,434.1,Clothing
95,32,2023-01-04 22:00:00,410.37,Home
96,47,2023-01-04 23:00:00,136.37,Electronics
97,49,2023-01-05 00:00:00,93.73,Clothing
98,11,2023-01-05 01:00:00,337.64,Food
99,21,2023-01-05 02:00:00,465.39,Home
100,26,2023-01-05 03:00:00,282.81,Electronics
101,25,2023-01-05 04:00:00,290.09,Beauty
102,22,2023-01-05 05:00:00,147.19,Food
103,27,2023-01-05 06:00:00,387.05,Clothing
104,49,2023-01-05 07:00:00,101.65,Clothing
105,13,2023-01-05 08:00:00,168.6,Food
106,33,2023-01-05 09:00:00,218.46,Clothing
107,34,2023-01-05 10:00:00,258.73,Home
108,41,2023-01-05 11:00:00,128.78,Electronics
109,35,2023-01-05 12:00:00,66.27,Home
110,1,2023-01-05 13:00:00,309.2,Clothing
111,21,2023-01-05 14:00:00,151.43,Beauty
112,48,2023-01-05 15:00:00,294.81,Electronics
113,6,2023-01-05 16:00:00,85.64,Electronics
114,28,2023-01-05 17:00:00,245.76,Food
115,17,2023-01-05 18:00:00,270.97,Food
116,5,2023-01-05 19:00:00,35.39,Beauty
117,31,2023-01-05 20:00:00,174.94,Electronics
118,5,2023-01-05 21:00:00,75.86,Beauty
119,38,2023-01-05 22:00:00,41.05,Food
120,3,2023-01-05 23:00:00,495.08,Food
121,23,2023-01-06 00:00:00,167.95,Electronics
122,37,2023-01-06 01:00:00,406.84,Home
123,37,2023-01-06 02:00:00,134.77,Clothing
124,10,2023-01-06 03:00:00,343.94,Food
125,10,2023-01-06 04:00:00,382.51,Food
126,19,2023-01-06 05:00:00,301.86,Home
127,17,2023-01-06 06:00:00,241.07,Home
128,21,2023-01-06 07:00:00,211.8,Beauty
129,14,2023-01-06 08:00:00,180.95,Beauty
130,9,2023-01-06 09:00:00,465.47,Clothing
131,46,2023-01-06 10:00:00,417.0,Clothing
132,1,2023-01-06 11:00:00,482.86,Electronics
133,45,2023-01-06 12:00:00,70.91,Beauty
134,13,2023-01-06 13:00:00,368.13,Food
135,4,2023-01-06 14:00:00,469.79,Beauty
136,1,2023-01-06 15:00:00,98.8,Food
137,49,2023-01-06 16:00:00,42.58,Home
138,40,2023-01-06 17:00:00,373.15,Beauty
139,32,2023-01-06 18:00:00,291.49,Home
140,34,2023-01-06 19:00:00,422.5,Clothing
141,28,2023-01-06 20:00:00,78.49,Clothing
142,31,2023-01-06 21:00:00,399.68,Electronics
143,8,2023-01-06 22:00:00,108.8,Beauty
144,39,2023-01-06 23:00:00,90.19,Home
145,26,2023-01-07 00:00:00,90.49,Food
146,34,2023-01-07 01:00:00,409.14,Clothing
147,3,2023-01-07 02:00:00,335.95,Clothing
148,50,2023-01-07 03:00:00,266.3,Food
149,12,2023-01-07 04:00:00,185.83,Home
150,1,2023-01-07 05:00:00,439.83,Home
151,44,2023-01-07 06:00:00,202.3,Beauty
152,5,2023-01-07 07:00:00,410.13,Beauty
153,30,2023-01-07 08:00:00,225.18,Electronics
154,30,2023-01-07 09:00:00,194.7,Clothing
155,17,2023-01-07 10:00:00,236.71,Beauty
156,48,2023-01-07 11:00:00,157.68,Home
157,47,2023-01-07 12:00:00,376.33,Food
158,23,2023-01-07 13:00:00,256.33,Home
159,15,2023-01-07 14:00:00,123.78,Clothing
160,37,2023-01-07 15:00:00,450.79,Home
161,21,2023-01-07 16:00:00,198.11,Electronics
162,14,2023-01-07 17:00:00,276.34,Clothing
163,2,2023-01-07 18:00:00,454.17,Food
164,11,2023-01-07 19:00:00,315.88,Electronics
165,39,2023-01-07 20:00:00,67.28,Clothing
166,38,2023-01-07 21:00:00,470.52,Food
167,34,2023-01-07 22:00:00,317.58,Electronics
168,38,2023-01-07 23:00:00,174.1,Electronics
169,50,2023-01-08 00:00:00,78.24,Clothing
170,34,2023-01-08 01:00:00,399.07,Beauty
171,18,2023-01-08 02:00:00,313.84,Electronics
172,30,2023-01-08 03:00:00,271.4,Electronics
173,15,2023-01-08 04:00:00,448.01,Food
174,27,2023-01-08 05:00:00,396.41,Home
175,34,2023-01-08 06:00:00,84.32,Clothing
176,38,2023-01-08 07:00:00,162.74,Clothing
177,33,2023-01-08 08:00:00,131.76,Beauty
178,24,2023-01-08 09:00:00,374.53,Beauty
179,15,2023-01-08 10:00:00,26.43,Clothing
180,30,2023-01-08 11:00:00,289.25,Beauty
181,42,2023-01-08 12:00:00,383.6,Food
182,17,2023-01-08 13:00:00,439.62,Clothing
183,5,2023-01-08 14:00:00,177.62,Beauty
184,29,2023-01-08 15:00:00,412.42,Clothing
185,4,2023-01-08 16:00:00,64.21,Home
186,10,2023-01-08 17:00:00,424.76,Electronics
187,17,2023-01-08 18:00:00,72.47,Clothing
188,10,2023-01-08 19:00:00,204.67,Electronics
189,17,2023-01-08 20:00:00,400.67,Beauty
190,20,2023-01-08 21:00:00,83.46,Electronics
191,24,2023-01-08 22:00:00,122.33,Clothing
192,5,2023-01-08 23:00:00,363.9,Home
193,34,2023-01-09 00:00:00,362.82,Beauty
194,6,2023-01-09 01:00:00,324.16,Clothing
195,2,2023-01-09 02:00:00,350.03,Beauty
196,13,2023-01-09 03:00:00,275.93,Food
197,43,2023-01-09 04:00:00,133.38,Electronics
198,43,2023-01-09 05:00:00,179.39,Food
199,48,2023-01-09 06:00:00,98.98,Clothing
200,11,2023-01-09 07:00:00,455.14,Home
